DKProTCInstanceID	FrequencyOfBekommenGruppe	FrequencyOfPassiveSentences	FrequencyOfPassiveWithAdjective	FrequencyOfPassiveWithImpersonalPronoun	FrequencyOfPassiveWithSichLassen	FrequencyOfPassiveWithZu	FrequencyOfTypicalPassive	NrofChars	NrofSentences	NrofTokens	NrofTokensPerSentence	TokLenRatio	avgNumCharsSent	avgNumCharsToken	frequencyOfAllSuffixes	frequencyOfHEIT	frequencyOfIE	frequencyOfKEIT	frequencyOfMENT	frequencyOfMUS	frequencyOfNIS	frequencyOfPrepositionalPhrase	frequencyOfSCHAFT	frequencyOfTION	frequencyOfTUM	frequencyOfT�u164T	frequencyOfUNG	nrOfSpellingMistakes	standardDevCharsPerSentence	standardDevCharsPerToken	standardDevTokensPerSentence	outcome
243	0	0.1	0	0	0	0	0.1	1108	10	171	17.1	1	109.9	5.925	0.052632	0	0.052632	0	0	0	0	0.065934	0	0	0	0	0	0.116959	37.564478	3.46329	5.337602	5
244	0	1.5	0	0	0.25	0.5	0.75	991	4	176	44	1	247	4.860465	0.096774	0.032258	0	0	0	0	0	0.1	0.032258	0	0	0	0.032258	0.0625	164.552423	3.031474	30.257231	4
245	0	1	0.166667	0.166667	0	0.166667	0.5	1045	6	177	29.5	1	173.333333	5.175439	0.142857	0	0.028571	0.028571	0.028571	0	0	0.126437	0	0	0	0	0.057143	0.045198	122.648096	3.391369	18.264264	3
246	0	0.125	0	0	0	0	0.125	665	8	118	14.75	1	82.25	5.063636	0.035714	0	0.035714	0	0	0	0	0.104478	0	0	0	0	0	0.059322	36.054646	2.636379	6.359049	2
247	0	0.9	0.1	0	0	0.2	0.6	1322	10	211	21.1	1	131.3	5.64	0.086957	0	0	0.021739	0	0	0	0.066038	0	0	0	0	0.065217	0.061611	48.199689	3.474248	6.992138	5
248	0	1	0.25	0.25	0	0	0.5	630	4	103	25.75	1	156.75	5.454545	0.105263	0	0.052632	0.052632	0	0	0	0.083333	0	0	0	0	0	0.097087	42.961465	3.364319	6.098155	1
249	0	0.333333	0	0	0	0	0.333333	703	6	117	19.5	1	116.333333	5.321429	0.133333	0	0	0	0	0	0	0.142857	0.033333	0	0	0	0.1	0.068376	51.525614	3.338665	8.057088	3
250	0	4	0	1	1	1	1	801	1	127	127	1	801	5.452381	0.034483	0	0.034483	0	0	0	0	0.114754	0	0	0	0	0	0.086614	0	3.367933	0	1
251	1	4	1	0	0	1	1	1013	1	158	158	1	1013	5.607595	0.041667	0	0	0	0	0	0	0.071429	0	0	0	0	0.041667	0.018987	0	3.622775	0	2
252	0	0.583333	0.083333	0	0	0.083333	0.416667	1012	12	178	14.833333	1	83.416667	5.146341	0.083333	0	0.055556	0	0	0	0	0.09	0	0	0	0	0.027778	0.067416	31.883795	2.920165	5.535241	4
253	0	0.333333	0.166667	0	0	0	0.166667	971	6	174	29	1	161	4.88024	0.081081	0	0.027027	0	0	0	0.027027	0.129412	0	0.027027	0	0	0	0.109195	38.065733	2.946229	8.962886	3
254	0	0	0	0	0	0	0	447	4	87	21.75	1	111	4.585366	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068966	94.392796	3.279468	16.161296	1
255	0	0.571429	0	0.285714	0	0.142857	0.142857	824	7	140	20	1	116.857143	5.234848	0.088235	0.029412	0	0	0	0	0	0.108108	0	0.058824	0	0	0	0.064286	51.515403	2.809238	6.989788	2
256	0.076923	0.307692	0	0	0	0	0.230769	910	13	156	12	1	69.076923	5.34965	0.16129	0	0.032258	0.032258	0	0	0.032258	0.045455	0.032258	0	0	0	0.032258	0.096154	33.465163	3.125037	6.214128	3
257	0	0.444444	0	0.111111	0	0.111111	0.222222	929	9	167	18.555556	1	102.333333	4.924051	0.027778	0	0.027778	0	0	0	0	0.044944	0	0	0	0	0	0.08982	23.800093	2.637472	4.32335	2
258	0	3	0	1	0	1	1	627	1	112	112	1	627	4.87156	0	0	0	0	0	0	0	0.130435	0	0	0	0	0	0.053571	0	3.098093	0	2
259	0	0.714286	0	0	0.142857	0.142857	0.428571	947	7	161	23	1	134.428571	5.263158	0.0625	0	0	0	0	0	0	0.065789	0	0	0	0	0.0625	0.068323	64.378029	3.247948	11.563489	3
260	0	0.4	0	0.2	0	0	0.2	1009	10	186	18.6	1	100	4.83908	0.073171	0	0.02439	0	0	0	0.02439	0.094737	0	0	0	0	0.02439	0.064516	25.471553	2.966764	4.651881	2
261	0	0.285714	0	0.071429	0	0	0.214286	1505	14	260	18.571429	1	106.571429	5.146341	0.066667	0	0.016667	0.016667	0	0	0	0.093023	0	0.033333	0	0	0	0.088462	56.607312	3.133047	9.446952	4
262	0	0.266667	0.066667	0	0	0	0.2	1605	15	266	17.733333	1	106.066667	5.436	0.1	0	0.016667	0	0	0	0.016667	0.047619	0	0	0	0	0.066667	0.06391	52.863934	3.160681	8.551543	3
263	0	0.222222	0	0	0	0.111111	0.111111	790	9	125	13.888889	1	86.888889	5.793103	0.096774	0.032258	0	0	0	0	0.032258	0.040541	0	0	0	0	0.032258	0.088	23.211321	3.166411	3.381139	3
264	0	1	0	0.142857	0	0.142857	0.714286	950	7	159	22.714286	1	134.857143	5.282895	0.121212	0.030303	0	0	0	0	0.060606	0.095238	0	0	0	0	0.030303	0.075472	71.238891	2.916419	11.84078	3
265	0	0.833333	0	0.25	0	0.25	0.333333	1187	12	215	17.916667	1	98	4.881773	0.085106	0	0	0.042553	0	0	0	0.114035	0	0	0.021277	0	0.021277	0.083721	53.283831	3.014875	9.304643	3
266	0	0.384615	0	0.076923	0	0	0.307692	846	13	149	11.461538	1	64.153846	5.198529	0.103448	0	0	0.034483	0	0	0	0.046512	0	0	0	0	0.068966	0.080537	22.873721	2.979883	3.914773	2
267	0	0.777778	0	0.111111	0	0.222222	0.444444	1288	9	208	23.111111	1	142.222222	5.5	0.098039	0	0	0	0	0	0	0.116505	0	0	0	0	0.098039	0.081731	58.76654	3.534462	9.619938	5
268	0	1	0	0.142857	0	0.571429	0.285714	1184	7	188	26.857143	1	168.285714	5.5	0.078947	0	0	0.052632	0	0	0	0.078431	0	0	0	0	0.026316	0.053191	58.306369	3.301265	10.020387	2
269	0	0.777778	0	0.333333	0	0.111111	0.333333	998	9	175	19.444444	1	110	5.024096	0.058824	0	0	0	0	0	0	0.107527	0	0	0	0	0.058824	0.051429	57.871505	2.830454	9.334656	2
270	0	0.428571	0	0.285714	0	0	0.142857	978	7	148	21.142857	1	138.857143	5.964286	0.205128	0	0	0	0	0	0	0.116883	0.051282	0.025641	0.025641	0	0.102564	0.128378	81.840312	3.655545	9.35687	4
271	0	0.384615	0	0.307692	0	0.076923	0	1325	13	247	19	1	101	4.761905	0.081633	0	0.020408	0	0	0	0.020408	0.069767	0	0.020408	0	0	0.020408	0.044534	59.098353	2.618536	11.170015	4
272	0	0.2	0	0	0	0	0.2	677	5	115	23	1	134.6	5.201835	0.166667	0	0	0	0	0	0	0.080645	0.033333	0	0	0	0.133333	0.078261	43.825107	2.711781	7.348469	2
273	0	0.5	0	0.125	0	0.125	0.25	789	8	129	16.125	1	97.75	5.487603	0.035714	0	0	0	0	0	0	0.090909	0	0	0	0	0.035714	0.085271	25.053692	3.138973	3.257204	3
274	0	0.571429	0	0.142857	0	0.142857	0.285714	832	7	142	20.285714	1	118	5.207407	0.225806	0.096774	0	0	0	0	0	0.102941	0	0	0	0	0.129032	0.084507	49.982854	3.229715	8.859447	4
275	0.5	2	0.5	0	0	0.5	0.5	704	2	110	55	1	351.5	5.555556	0.125	0	0	0	0	0	0	0.09434	0	0.0625	0	0	0.0625	0.072727	105.5	3.419263	16	2
276	0	0.777778	0	0.222222	0	0	0.555556	1034	9	169	18.777778	1	114	5.4625	0.147059	0	0.029412	0.029412	0	0	0	0.10989	0.029412	0.029412	0	0	0.029412	0.071006	62.368083	3.016388	9.554263	3
277	0	0.428571	0	0.142857	0.142857	0	0.142857	801	7	142	20.285714	1	113.571429	4.977778	0.037037	0	0	0.037037	0	0	0	0.102941	0	0	0	0	0	0.091549	30.278975	2.733785	4.712121	2
278	0	0.5	0.166667	0	0	0	0.333333	846	6	138	23	1	140.166667	5.325758	0.178571	0	0	0.035714	0.035714	0	0	0.058824	0.035714	0.035714	0	0	0.035714	0.07971	75.289257	3.100577	13.341664	2
279	0	0.6	0.2	0	0.2	0	0.2	873	5	144	28.8	1	173.8	5.391304	0.171429	0	0.057143	0	0	0	0	0.112676	0.028571	0	0	0	0.085714	0.055556	51.300682	3.456636	9.195651	3
280	0	2	0.5	0.5	0	0.5	0.5	659	2	120	60	1	329	4.798246	0	0	0	0	0	0	0	0.050847	0	0	0	0	0	0.083333	200	2.682562	36	1
281	0	0.444444	0	0.111111	0	0.111111	0.222222	1044	9	170	18.888889	1	115.111111	5.490683	0.131579	0.026316	0	0	0	0	0.026316	0.096774	0	0	0	0	0.078947	0.052941	38.977043	3.524745	6.522516	2
282	0	0.857143	0	0	0	0	0.857143	1038	7	173	24.714286	1	147.428571	5.339394	0.090909	0	0.030303	0	0	0	0	0.074074	0	0	0	0	0.060606	0.080925	53.657265	3.246438	7.225239	5
283	0	0.75	0.25	0.25	0	0	0.25	676	4	117	29.25	1	168.25	5.108108	0.076923	0	0.038462	0.038462	0	0	0	0.055556	0	0	0	0	0	0.102564	38.989582	3.329777	7.693341	2
284	0	0.411765	0	0.058824	0	0.117647	0.235294	1585	17	278	16.352941	1	92.294118	5.119691	0.127273	0	0.036364	0.018182	0	0	0	0.102041	0	0	0	0	0.072727	0.064748	54.701075	3.106407	9.184009	5
285	0	1.5	0	0.5	0	0.5	0.5	766	2	135	67.5	1	382.5	4.832061	0.083333	0	0.041667	0	0	0	0	0.081967	0	0.041667	0	0	0	0.051852	279.5	2.790805	51.5	1
286	0	1	0	0.5	0	0.5	0	682	2	114	57	1	340.5	5.150442	0.038462	0	0	0	0	0	0	0.113208	0	0	0	0	0.038462	0.061404	211.5	3.415792	31	1
287	0	0	0	0	0	0	0	4	1	1	1	0.102564	4	4	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	0	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	1	0	0	0	0
288	0	0	0	0	0	0	0	4	1	1	1	0.102564	4	4	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	0	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	1	0	0	0	0
289	0	0.727273	0	0.090909	0	0.272727	0.363636	1263	11	229	20.818182	1	113.909091	4.83945	0.116279	0	0	0.023256	0	0	0	0.094017	0.023256	0	0	0	0.069767	0.043668	40.130366	2.882549	8.088355	4
290	0	1.125	0.125	0.625	0	0	0.375	943	8	163	20.375	1	117	5.109677	0.171429	0.028571	0	0	0	0	0	0.109756	0	0	0	0	0.142857	0.07362	103.860483	2.895085	17.556605	3
291	0.125	0.375	0	0	0	0	0.25	681	8	122	15.25	1	84.25	5.017544	0.035714	0	0	0	0	0	0.035714	0.030303	0	0	0	0	0	0.057377	45.863248	2.714427	8.598692	1
292	0	0.375	0.125	0	0	0	0.25	821	8	133	16.625	1	101.75	5.691057	0.137931	0	0	0.034483	0	0	0	0.027778	0	0.034483	0	0	0.068966	0.082707	47.079056	3.226239	7.77717	4
293	0	0.2	0	0	0	0	0.2	691	10	121	12.1	1	68.2	5.198198	0.190476	0	0	0.047619	0	0	0	0.012987	0.047619	0.047619	0	0	0.047619	0.157025	38.718988	3.173141	7.327346	1
294	0	0.714286	0.142857	0.285714	0	0	0.285714	903	7	153	21.857143	1	128.142857	5.246575	0.125	0	0.0625	0	0	0	0	0.051948	0	0	0	0	0.0625	0.026144	47.813413	3.336313	8.078695	4
295	0	0.6	0.1	0.1	0	0	0.4	1295	10	213	21.3	1	128.6	5.413793	0.2	0.022222	0.022222	0.066667	0	0	0	0.12844	0.044444	0	0	0	0.044444	0.061033	43.345588	3.422068	7.563729	4
296	0	0.8	0	0	0	0.2	0.6	793	5	134	26.8	1	157.8	5.1	0.142857	0	0	0.035714	0	0	0	0.149254	0	0.071429	0	0	0.035714	0.097015	89.51067	3.864732	14.076931	1
297	0.5	1.5	0	0.5	0	0.5	0	769	2	132	66	1	384	5.023077	0.103448	0	0	0	0	0	0.068966	0.047619	0	0	0	0	0.034483	0.060606	18	2.88088	2	1
298	0.076923	0.307692	0.076923	0	0	0.076923	0.076923	955	13	157	12.076923	1	72.538462	5.629371	0.085714	0	0.028571	0	0	0	0	0.076923	0	0	0	0	0.057143	0.082803	31.49265	3.03287	5.014771	3
299	0	0.25	0	0	0	0	0.25	1027	8	173	21.625	1	127.5	5.240964	0.105263	0.026316	0	0	0	0	0.026316	0.12766	0	0.052632	0	0	0	0.092486	57.645468	3.194839	9.642841	4
300	0	0.4	0	0	0	0	0.4	918	5	164	32.8	1	182.8	4.849057	0.057143	0	0.057143	0	0	0	0	0.12987	0	0	0	0	0	0.073171	67.818582	2.635483	11.408769	4
301	0	0.666667	0	0.333333	0	0	0.333333	887	6	160	26.666667	1	147	4.823529	0.055556	0	0	0	0	0	0	0.192308	0	0.027778	0	0	0.027778	0.05625	105.179212	2.779753	17.594191	3
302	0.2	0.2	0	0	0	0	0	437	5	71	14.2	1	86.6	5.590909	0	0	0	0	0	0	0	0.051282	0	0	0	0	0	0.112676	63.920576	3.334745	8.72697	1
303	0.090909	0.363636	0	0.090909	0	0	0.181818	1281	11	211	19.181818	1	115.545455	5.492386	0.186047	0	0.023256	0	0	0	0	0.072727	0	0	0	0	0.162791	0.042654	60.426309	3.226822	10.877986	2
304	0	1	0.25	0.375	0	0.125	0.25	1059	8	186	23.25	1	131.5	4.982857	0.085714	0	0	0	0	0	0	0.115789	0	0.028571	0	0	0.057143	0.112903	111.1463	2.817241	19.715159	1
305	0	0	0	0	0	0	0	4	1	1	1	0.102564	4	4	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	0	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	1	0	0	0	0
306	0	1.333333	0.333333	0.333333	0	0.333333	0.333333	698	3	127	42.333333	1	232	4.827869	0	0	0	0	0	0	0	0.137931	0	0	0	0	0	0.102362	47.377913	2.810089	11.440668	1
307	0	1	0.166667	0.333333	0	0.166667	0.333333	996	6	170	28.333333	1	165.166667	5.229814	0.088235	0	0.029412	0	0	0	0	0.119048	0	0	0	0	0.058824	0.082353	86.418394	3.27848	14.806155	4
308	0	0.25	0.125	0	0	0	0.125	854	8	163	20.375	1	105.875	4.61039	0.0625	0.03125	0	0	0	0	0	0.059524	0	0	0	0	0.03125	0.07362	43.950078	2.721515	9.272776	2
309	0.125	0.375	0	0.125	0	0	0.125	1187	8	195	24.375	1	147.5	5.379679	0.119048	0	0.02381	0	0	0	0.02381	0.129032	0.02381	0	0	0	0.047619	0.066667	41.596274	3.253992	7.069963	5
310	0	0.2	0	0	0	0.1	0.1	1222	10	214	21.4	1	121.3	5.125	0.042553	0	0	0	0.021277	0	0	0.12963	0	0	0	0	0.021277	0.056075	75.283531	3.154263	14.59589	3
311	0	0.833333	0	0.666667	0	0.166667	0	639	6	125	20.833333	1	105.666667	4.508621	0.052632	0	0	0	0	0	0	0.04918	0	0	0	0	0.052632	0.064	38.784304	2.44066	7.840422	1
312	0	0.25	0	0.25	0	0	0	1032	8	178	22.25	1	128.125	5.141176	0.21875	0.0625	0	0	0	0	0	0.085366	0	0	0	0	0.15625	0.08427	36.264437	3.347178	6.077623	4
313	0	0.428571	0	0.285714	0	0	0.142857	746	7	131	18.714286	1	105.714286	5.073171	0.130435	0	0.043478	0	0	0	0	0.044776	0	0	0	0	0.086957	0.022901	31.212242	2.720505	5.337583	2
314	0.166667	0.166667	0	0	0	0	0	571	6	106	17.666667	1	94.333333	4.72	0.05	0	0	0.05	0	0	0	0.109091	0	0	0	0	0	0.066038	31.694724	2.441639	5.647025	1
315	0	0.625	0	0.125	0	0	0.5	1113	8	189	23.625	1	138.25	5.19337	0.184211	0	0.026316	0.026316	0	0	0.026316	0.122222	0	0	0	0	0.105263	0.05291	47.95245	3.200684	7.920503	5
316	0	0.666667	0	0.5	0	0	0.166667	1234	6	205	34.166667	1	205	5.33	0.068182	0.022727	0	0	0	0	0	0.129032	0	0	0	0	0.045455	0.082927	150.37287	3.243625	22.071223	5
317	0.142857	0.285714	0	0	0	0	0.142857	886	7	145	20.714286	1	125.714286	5.49635	0.054054	0	0	0.027027	0	0	0	0.025316	0	0	0	0	0.027027	0.068966	68.92587	3.381193	11.91295	2
318	0	0.6	0	0.2	0	0.2	0.2	832	5	160	32	1	165.6	4.519481	0.03125	0	0	0	0	0	0	0.132353	0	0	0	0	0.03125	0.05625	70.746307	2.826638	14.296853	3
319	0	0.142857	0	0	0	0	0.142857	709	7	123	17.571429	1	100.428571	5.12069	0.103448	0	0	0.034483	0	0	0	0.126761	0	0	0	0	0.068966	0.105691	27.681129	2.912977	3.811904	3
320	0	0.428571	0	0.142857	0	0	0.285714	867	7	145	20.714286	1	123	5.367647	0.21875	0	0	0.0625	0	0	0.03125	0.115942	0.0625	0	0	0	0.0625	0.062069	51.931273	3.410211	9.572495	4
321	0.125	0.125	0	0	0	0	0	645	8	111	13.875	1	79.75	5.252427	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153153	41.423876	2.799856	6.679025	2
322	0	0.555556	0	0.222222	0	0	0.333333	778	9	133	14.777778	1	85.555556	5.274194	0.103448	0.034483	0	0	0	0	0	0.097222	0	0.034483	0	0	0.034483	0.030075	29.132308	2.826541	4.802263	4
323	0	0.285714	0.142857	0	0	0	0.142857	1052	7	181	25.857143	1	149.428571	5.132948	0.027027	0	0	0	0	0	0	0.083333	0	0	0	0	0.027027	0.055249	48.552938	3.22736	8.708429	2
324	0	1.166667	0.166667	0.333333	0	0.166667	0.5	983	6	155	25.833333	1	163	5.62	0.057143	0	0	0	0	0	0	0.157895	0	0.028571	0	0	0.028571	0.045161	72.984017	3.303877	10.269967	2
325	0.1	0.5	0.1	0	0	0	0.3	992	10	170	17	1	98.3	5.28481	0.142857	0.028571	0.028571	0.028571	0	0	0	0.05102	0	0.028571	0	0	0.028571	0.105882	43.169549	3.077258	6.663332	3
326	0	0.5	0	0.125	0	0.125	0.25	930	8	148	18.5	1	115.375	5.642857	0.125	0.0625	0	0.03125	0	0	0	0.101266	0	0.03125	0	0	0	0.054054	13.864861	2.971463	2.12132	5
327	0	0	0	0	0	0	0	814	4	138	34.5	1	202.75	5.164179	0.096774	0	0	0	0	0	0	0.047619	0	0	0	0	0.096774	0.07971	95.907182	3.432057	16.132266	3
328	0	0	0	0	0	0	0	736	4	127	31.75	1	183.25	5.04878	0.095238	0	0	0	0	0	0	0.035714	0	0	0	0	0.095238	0.094488	55.309922	3.255648	9.337425	4
329	0	0.4	0	0.1	0	0	0.3	959	10	167	16.7	1	95	5.121795	0.075	0	0.025	0	0	0	0	0.183908	0	0	0	0	0.05	0.065868	54.005555	2.722986	9.518929	3
330	0	0.166667	0	0	0	0	0.166667	734	6	119	19.833333	1	121.5	5.513274	0.033333	0	0	0	0	0	0.033333	0.092308	0	0	0	0	0	0.134454	55.301447	3.145766	8.234413	3
331	0	0	0	0	0	0	0	743	8	133	16.625	1	92	5.024194	0.148148	0	0.111111	0	0	0	0	0.151515	0	0	0	0	0.037037	0.082707	36.908671	2.766341	5.914759	3
332	0	0.5	0	0.25	0	0	0.25	689	4	103	25.75	1	171.5	6	0.125	0	0	0	0	0	0.041667	0.075472	0	0	0	0	0.083333	0.07767	72.885184	3.504687	11.166356	3
333	0	2	0	1	0	1	0	522	1	89	89	1	522	4.977011	0.125	0	0.0625	0	0	0	0	0.117647	0	0	0	0	0.0625	0.078652	0	3.107192	0	1
334	0.166667	1.166667	0	0.333333	0	0.333333	0.333333	825	6	149	24.833333	1	136.666667	4.880282	0	0	0	0	0	0	0	0.092105	0	0	0	0	0	0.033557	78.474341	3.04539	15.763002	3
335	0.142857	0.714286	0.142857	0.142857	0	0.142857	0.142857	870	7	153	21.857143	1	123.428571	4.979452	0.068966	0	0	0	0	0	0	0.061728	0	0.034483	0	0	0.034483	0.071895	56.322685	2.917752	10.04886	2
336	0	0.5	0	0.1	0	0	0.4	987	10	174	17.4	1	97.8	5.04878	0.1	0.025	0	0	0	0	0	0.086022	0	0.025	0	0	0.05	0.04023	26.33173	2.804189	4.71593	3
337	0	0.6	0	0.2	0	0.2	0.2	664	5	111	22.2	1	132	5.311321	0.125	0	0	0.041667	0	0	0	0.079365	0	0	0	0	0.083333	0.063063	68.39883	3.21366	9.6	2
338	0	0.5	0	0.166667	0	0	0.333333	659	6	112	18.666667	1	109	5.226415	0.074074	0	0	0	0	0	0	0.116667	0.037037	0	0	0	0.037037	0.053571	25.423087	3.118064	3.496029	2
339	0	0.2	0	0	0	0	0.2	676	5	113	22.6	1	134.4	5.268519	0.142857	0	0	0.071429	0	0	0.035714	0.207547	0	0	0	0	0.035714	0.106195	38.468689	3.354396	4.923413	2
340	0	0.5	0	0	0	0.125	0.375	1084	8	176	22	1	134.625	5.51497	0.175	0.05	0	0	0	0	0.025	0.113402	0.025	0	0	0	0.075	0.068182	68.720335	3.156319	11.42366	4
341	0.1	0.3	0	0	0	0	0.2	1165	10	194	19.4	1	115.6	5.336957	0.183673	0.020408	0	0.020408	0	0	0	0.125	0.020408	0.020408	0	0	0.102041	0.07732	55.29774	3.091985	7.977468	3
342	0	1.285714	0	0	0.285714	0.142857	0.857143	1232	7	205	29.285714	1	175.142857	5.294416	0.04878	0	0	0	0	0	0	0.142857	0	0	0	0	0.04878	0.078049	41.062421	3.196543	6.272714	5
343	0	0.5	0	0.166667	0	0.166667	0.166667	840	6	132	22	1	139.166667	5.674603	0.076923	0	0	0	0	0	0	0.083333	0	0.038462	0	0	0.038462	0.060606	61.404171	3.299421	7.916228	3
344	0.125	0.625	0	0.25	0	0	0.25	743	8	127	15.875	1	92	5.322034	0.043478	0	0	0.043478	0	0	0	0.030303	0	0	0	0	0	0.086614	37.802116	3.09149	6.771955	3
345	0	0	0	0	0	0	0	928	9	159	17.666667	1	102.222222	5.226667	0.088235	0	0	0	0	0	0	0.109756	0.029412	0.029412	0	0	0.029412	0.069182	62.790264	3.09655	10.92398	3
346	0	0	0	0	0	0	0	327	7	65	9.285714	1	45.857143	4.603448	0.25	0	0	0.0625	0	0	0	0.02439	0	0	0	0	0.1875	0.092308	22.604858	2.625732	3.534091	1
347	0	0.333333	0	0	0	0	0.333333	1090	6	176	29.333333	1	180.833333	5.565476	0.16129	0	0.032258	0	0	0	0	0.12987	0	0	0	0	0.129032	0.039773	83.199392	3.660666	13.682917	3
348	0.1	0.5	0	0.3	0	0	0.1	1106	10	195	19.5	1	109.7	5.043478	0.119048	0	0	0	0	0	0	0.081633	0.02381	0	0	0	0.095238	0.05641	44.886635	2.915152	7.566373	2
349	0.142857	0.428571	0	0.142857	0	0	0.142857	890	7	158	22.571429	1	126.285714	4.960265	0.029412	0	0	0	0	0	0	0.102564	0	0	0	0	0.029412	0.06962	37.526045	3.064172	7.228063	2
350	0	0.714286	0	0.142857	0	0.142857	0.428571	913	7	156	22.285714	1	129.571429	5.195946	0.16129	0.032258	0.032258	0.032258	0	0	0.032258	0.089744	0	0	0	0	0.032258	0.064103	62.648355	3.309811	11.522826	4
351	0	0.285714	0	0.142857	0	0	0.142857	1000	7	161	23	1	142	5.506494	0.075	0	0	0	0	0	0	0.109756	0	0.05	0	0	0.025	0.10559	30.042827	3.466438	4.810702	4
352	0.090909	0.272727	0	0	0	0	0.181818	1421	11	230	20.909091	1	128.272727	5.497717	0.036364	0	0	0	0	0	0	0.07563	0	0	0	0	0.036364	0.069565	27.465982	3.392679	4.252369	4
353	1	5	1	1	1	0	1	1189	1	192	192	1	1189	5.26178	0.1	0	0	0	0	0	0.025	0.146067	0.025	0	0.025	0	0.025	0.098958	0	3.022525	0	2
354	0	0.555556	0.222222	0	0.111111	0.111111	0.111111	906	9	147	16.333333	1	99.777778	5.572464	0.032258	0	0	0	0	0	0	0.071429	0	0.032258	0	0	0	0.122449	24.99679	3.54247	3.620927	3
355	0	1	0	0.4	0.2	0.2	0.2	894	5	150	30	1	178	5.227586	0.090909	0	0.030303	0	0	0	0	0.081081	0.030303	0	0	0	0.030303	0.093333	60.22624	2.965886	9.899495	1
356	0	0.625	0	0.125	0	0	0.5	971	8	160	20	1	120.5	5.466667	0.074074	0	0	0	0	0	0	0.098765	0	0.074074	0	0	0	0.125	65.015383	3.165789	10.111874	2
357	0	0.3	0	0	0	0.1	0.2	958	10	152	15.2	1	94.9	5.739437	0.129032	0	0.032258	0.032258	0	0	0	0.047059	0	0.032258	0	0	0.032258	0.072368	33.293993	3.298911	4.6	4
358	0	0.5	0.125	0	0	0.375	0	1041	8	160	20	1	129.25	5.822368	0.055556	0	0	0	0	0	0	0.078652	0	0	0	0	0.055556	0.1	47.13478	3.324752	7.483315	1
359	0	0.166667	0	0.166667	0	0	0	784	6	134	22.333333	1	129.833333	5.164063	0.068966	0	0	0.034483	0	0	0	0.086957	0	0	0	0	0.034483	0.074627	41.86254	3.094292	6.497863	2
360	0	0.2	0.1	0	0	0.1	0	903	10	158	15.8	1	89.4	5.157534	0.029412	0.029412	0	0	0	0	0	0.081395	0	0	0	0	0	0.107595	35.925478	3.05136	6.029925	3
361	0	0.428571	0	0	0	0.142857	0.285714	1204	7	193	27.571429	1	171.142857	5.545946	0.066667	0	0.022222	0.022222	0	0	0	0.092784	0	0	0	0	0.022222	0.056995	52.783733	3.254817	7.997449	4
362	0.111111	0.777778	0	0.333333	0	0.222222	0.111111	881	9	144	16	1	97	5.518519	0.21875	0	0.03125	0	0	0	0	0.142857	0.03125	0.03125	0	0	0.125	0.097222	28.585155	3.350736	4.853407	1
363	0.125	0.5	0	0.25	0	0.125	0	729	8	134	16.75	1	90.25	4.84	0.071429	0	0.035714	0	0	0	0	0.128571	0	0	0	0	0.035714	0.074627	48.215013	2.714111	9.337425	2
364	0	0.588235	0.058824	0.058824	0.058824	0.235294	0.176471	1585	17	282	16.588235	1	92.294118	4.981061	0.040816	0	0	0	0	0	0	0.14966	0	0	0	0	0.040816	0.109929	40.647357	2.707247	7.39681	2
365	0	0.428571	0	0.142857	0	0.142857	0.142857	874	7	141	20.142857	1	124	5.485075	0.083333	0	0	0	0	0	0.041667	0.046875	0	0	0	0	0.041667	0.099291	64.606501	3.297976	10.868415	2
366	0	0.714286	0.142857	0.142857	0.142857	0.142857	0.142857	848	7	140	20	1	120.285714	5.398496	0.09375	0	0	0	0	0	0	0.071429	0	0	0	0	0.09375	0.071429	42.161981	3.253546	7.690439	3
367	0	0.666667	0	0.333333	0	0	0.333333	938	6	179	29.833333	1	155.5	4.485549	0.172414	0.034483	0.034483	0	0	0	0	0.154762	0	0	0	0	0.103448	0.061453	85.622719	2.65035	16.159792	4
368	0	1	0	0.5	0	0.25	0.25	1358	4	239	59.75	1	338.75	4.952174	0.060606	0	0.030303	0	0	0	0	0.092593	0	0	0	0	0.030303	0.096234	447.245668	2.866959	78.77936	2
369	0	1	0	0.4	0	0	0.6	818	5	146	29.2	1	163	4.864286	0.074074	0	0	0	0	0	0	0.128571	0	0	0	0	0.074074	0.09589	47.853944	2.619189	7.6	2
370	0	0.5	0	0.5	0	0	0	678	6	122	20.333333	1	112.166667	4.886957	0.041667	0	0	0.041667	0	0	0	0.125	0	0	0	0	0	0.04918	25.208574	2.569944	4.496913	1
371	0.25	0.625	0	0	0	0	0.375	977	8	153	19.125	1	121.25	5.717241	0.047619	0	0	0	0	0	0	0.077778	0	0	0	0	0.047619	0.052288	40.353903	2.902326	5.39531	2
